node	children_node
361	0,165
362	0,165,279
363	0,31,40,49,54,74,81,93,99,105,165,224,225,279,327,345
364	0,31,40,49,54,74,81,93,99,105,165,224,225,279,327
365	0,15,165,224,225,249
366	0,15,165,224,225,249
367	0,15,165,224,225,249
368	0,15,165,224,225,249
369	0,165
370	0,165,279
371	3
372	3,281
373	3,281
374	3,281
375	3,281
376	3,281
377	3
378	3
379	5
380	5
381	5,263
382	5
383	5
384	5
385	6
386	6
387	9,14,305,328
388	9
389	9,14,53,212,305,328
390	9,125
391	9
392	9
393	10
394	10
395	10,124,292
396	10
397	10
398	10
399	10
400	14,90
401	14,90
402	14,90
403	14,40
404	14,40
405	15
406	15
407	15
408	15
409	15
410	15
411	15
412	15
413	15
414	15
415	15
416	15
417	15
418	15
419	15
420	15,216
421	15,216
422	15
423	15
424	15,216
425	15
426	15
427	15
428	15
429	15,105,115
430	15,105,115
431	15,105,115
432	15,105,115
433	15
434	15
435	15
436	15
437	15
438	15,279
439	15,279
440	15,279
441	15
442	15,279
443	18,303
444	18,303
445	18,303
446	18,303
447	18,303
448	22
449	23,27,138,336
450	28
451	30
452	30
453	30
454	31,49
455	31,49,279
456	31,49,279
457	31,105,279
458	31
459	31,279
460	31
461	31,279
462	31,279
463	31
464	31
465	31
466	31
467	31,279
468	31,279
469	31,279
470	31
471	31
472	31,279
473	31,279
474	31
475	31,279
476	31
477	31,49
478	31,49
479	31,49
480	31,49
481	31,49
482	31,54,105
483	31,49
484	31,279
485	31,279
486	31,279
487	31
488	31,279
489	31
490	31
491	31
492	31
493	31
494	40,105,327
495	40,105,165,224,327
496	40,327
497	40,327
498	40,47,90,94,95,101,132,212,260,268,289,300,327,335
499	40,47,90,94,95,101,132,212,260,268,289,300,327,335
500	40
501	40
502	40
503	40
504	40
505	40
506	40
507	40
508	40
509	40,47
510	40
511	40
512	40
513	40
514	40
515	40,53
516	40,53
517	40
518	40
519	40
520	40
521	40,92
522	40
523	40
524	40
525	40
526	40
527	40
528	40
529	40
530	40
531	40
532	40
533	40
534	40
535	40
536	40
537	40
538	40
539	40
540	40
541	40
542	40
543	40
544	40,329
545	40,63,68
546	40
547	47
548	47
549	49
550	49
551	49
552	52,124
553	52,124,292
554	52,124,292
555	52,124,292
556	53
557	53
558	53
559	53,168
560	54,93,105
561	54,93,105
562	54,93,105
563	54,93,105,279
564	54,93,105
565	54,279
566	54,165,224
567	54,165,224
568	54,279
569	54,279
570	54,279
571	55
572	55
573	55
574	55
575	55
576	55
577	55,151
578	55
579	55
580	55
581	63,189
582	63,189
583	63,189
584	63,189
585	63,189
586	63
587	63,189
588	63
589	63
590	71
591	71
592	71,124
593	73,105
594	73,105,279
595	73,105
596	73,105,279
597	73,105
598	73,105
599	73,105
600	73,105
601	73,105
602	73,105,115,168
603	73,105,115,168
604	73,105,115,168
605	73,105,115,168
606	73,105,115,168
607	73,105,115,168
608	73,105,115,168
609	73,105,115,168
610	73,105,115,168
611	73,105,115,168
612	73,105,115,168
613	73,105,115,168
614	73,105,115,168
615	73,105,115,168
616	73,105,115,168
617	73,105,115,168
618	73,105,115,168
619	73,105,115,168
620	73,105,115,168
621	73,105,115,168
622	73,305
623	74
624	74,126,127
625	74,279
626	74,279
627	74
628	74
629	74
630	74
631	74
632	74
633	74,279
634	74,279
635	74,165,224,279
636	74,165,224,279
637	74,279
638	74
639	74
640	74,105
641	74,105
642	74,105
643	74,279
644	74,279
645	74
646	74
647	74
648	74,279
649	74,279
650	74,279
651	74,279
652	74,279
653	74,279
654	74,279
655	74,279
656	74,279
657	74
658	78,166,183
659	80
660	80
661	80
662	80
663	80
664	80
665	81,99,165,210,224,225,279
666	81,99
667	81
668	81
669	81
670	81,99
671	81
672	81
673	81
674	81
675	81,99
676	81,99
677	81
678	81
679	81
680	81,99,279
681	81,279
682	81
683	81,279
684	81
685	81,279
686	81,279
687	81,279
688	81
689	81,279
690	81
691	81
692	81,99,168
693	81,168
694	81,168
695	81,168
696	81,99
697	81,99
698	81,99
699	81,99
700	81,99
701	81,99,279
702	81,99
703	81,99,279
704	81,99,279
705	81
706	81
707	81
708	81
709	81,279
710	81,279
711	81
712	81
713	81
714	81
715	81
716	81
717	81,279
718	81,279
719	81
720	81
721	81
722	81
723	81,279
724	81,279
725	81
726	81,279
727	81,279
728	81
729	81
730	81
731	81,279
732	81,279
733	81
734	81
735	81
736	81
737	81
738	81,99
739	81
740	85
741	85
742	87
743	87
744	90
745	90
746	90
747	90
748	90
749	90
750	90
751	90
752	90
753	90
754	92
755	93
756	93,124
757	93
758	93
759	93,165,224
760	93,279
761	93,124
762	93
763	93
764	99
765	101
766	105
767	105
768	105
769	105,208
770	105
771	105
772	105
773	105
774	105
775	105
776	105
777	105
778	105
779	105
780	105
781	105,165,224
782	110
783	110
784	115
785	115,168
786	115
787	115
788	115,168
789	115,168
790	115
791	115
792	115
793	115
794	115
795	115
796	115
797	115
798	115,168
799	115,168
800	115,168
801	115,168
802	124,292
803	124
804	124,292
805	124,292,304
806	125
807	125,293
808	125
809	125
810	125
811	125
812	125
813	125
814	125
815	127
816	130,282
817	130,282
818	130,282
819	130
820	130,282
821	130,282
822	132,212
823	132
824	132,268,300
825	132,268,300
826	132,268,300
827	132,268,300
828	132,268,300
829	132,268,300
830	132,268,300
831	132,268,300
832	132,268,300
833	132,268,300
834	132,268,300
835	132,268,300
836	132,268,300
837	132
838	132,268,300
839	132,268,300
840	132,268,300
841	132,268,300
842	132,268,300
843	132,268,300
844	132,268,300
845	141
846	141
847	141
848	141,155,201
849	141,155,201
850	141,155,201
851	151
852	151
853	151
854	151
855	151
856	151
857	151
858	151
859	152
860	153
861	155,201
862	164,295
863	165,224
864	165,224,225
865	165,224,225
866	165,224
867	165,210,279
868	168,279
